id,state_id:id,name,code,typ,area
sellout_base.ct_72_009,base.state_id_st,Tojo Una Una,72_009,kab
sellout_base.ct_72_010,base.state_id_st,Sigi,72_010,kab
sellout_base.ct_72_011,base.state_id_st,Banggai Laut,72_011,kab
sellout_base.ct_72_012,base.state_id_st,Morowali Utara,72_012,kab
sellout_base.ct_72_071,base.state_id_st,Palu,72_071,kota
sellout_base.ct_73_001,base.state_id_sn,Kepulauan Selayar,73_001,kab
sellout_base.ct_73_002,base.state_id_sn,Bulukumba,73_002,kab
sellout_base.ct_73_003,base.state_id_sn,Bantaeng,73_003,kab
sellout_base.ct_73_004,base.state_id_sn,Jeneponto,73_004,kab
sellout_base.ct_73_005,base.state_id_sn,Takalar,73_005,kab
sellout_base.ct_73_006,base.state_id_sn,Gowa,73_006,kab
sellout_base.ct_73_007,base.state_id_sn,Sinjai,73_007,kab
sellout_base.ct_73_008,base.state_id_sn,Bone,73_008,kab
sellout_base.ct_73_009,base.state_id_sn,Maros,73_009,kab
sellout_base.ct_73_010,base.state_id_sn,Pangkajene Kepulauan,73_010,kab
sellout_base.ct_73_011,base.state_id_sn,Barru,73_011,kab
sellout_base.ct_73_012,base.state_id_sn,Soppeng,73_012,kab
sellout_base.ct_73_013,base.state_id_sn,Wajo,73_013,kab
sellout_base.ct_73_014,base.state_id_sn,Sidenreng Rappang,73_014,kab
sellout_base.ct_73_015,base.state_id_sn,Pinrang,73_015,kab
sellout_base.ct_73_016,base.state_id_sn,Enrekang,73_016,kab
sellout_base.ct_73_017,base.state_id_sn,Luwu,73_017,kab
sellout_base.ct_73_018,base.state_id_sn,Tana Toraja,73_018,kab
sellout_base.ct_73_022,base.state_id_sn,Luwu Utara,73_022,kab
sellout_base.ct_73_024,base.state_id_sn,Luwu Timur,73_024,kab
sellout_base.ct_73_021,base.state_id_sn,Toraja Utara,73_021,kab
sellout_base.ct_73_071,base.state_id_sn,Makassar,73_071,kota
sellout_base.ct_73_072,base.state_id_sn,Pare Pare,73_072,kota
sellout_base.ct_73_073,base.state_id_sn,Palopo,73_073,kota
sellout_base.ct_74_001,base.state_id_sg,Kolaka,74_001,kab
sellout_base.ct_74_002,base.state_id_sg,Konawe,74_002,kab
sellout_base.ct_74_003,base.state_id_sg,Muna,74_003,kab
sellout_base.ct_74_004,base.state_id_sg,Buton,74_004,kab
sellout_base.ct_74_005,base.state_id_sg,Konawe Selatan,74_005,kab
sellout_base.ct_74_006,base.state_id_sg,Bombana,74_006,kab
sellout_base.ct_74_007,base.state_id_sg,Wakatobi,74_007,kab
sellout_base.ct_74_008,base.state_id_sg,Kolaka Utara,74_008,kab
sellout_base.ct_74_009,base.state_id_sg,Konawe Utara,74_009,kab
sellout_base.ct_74_010,base.state_id_sg,Buton Utara,74_010,kab
sellout_base.ct_74_011,base.state_id_sg,Kolaka Timur,74_011,kab
sellout_base.ct_74_012,base.state_id_sg,Konawe Kepulauan,74_012,kab
sellout_base.ct_74_013,base.state_id_sg,Muna Barat,74_013,kab
sellout_base.ct_74_014,base.state_id_sg,Buton Tengah,74_014,kab
sellout_base.ct_74_015,base.state_id_sg,Buton Selatan,74_015,kab
sellout_base.ct_74_071,base.state_id_sg,Kendari,74_071,kota
sellout_base.ct_74_072,base.state_id_sg,Bau Bau,74_072,kota
sellout_base.ct_75_001,base.state_id_go,Gorontalo,75_001,kab
sellout_base.ct_75_002,base.state_id_go,Boalemo,75_002,kab
sellout_base.ct_75_003,base.state_id_go,Bone Bolango,75_003,kab
sellout_base.ct_75_004,base.state_id_go,Pahuwato,75_004,kab
sellout_base.ct_75_005,base.state_id_go,Gorontalo Utara,75_005,kab
sellout_base.ct_75_071,base.state_id_go,Gorontalo,75_071,kota
sellout_base.ct_76_001,base.state_id_sr,Pasangkayu,76_001,kab
sellout_base.ct_76_002,base.state_id_sr,Mamuju,76_002,kab
sellout_base.ct_76_003,base.state_id_sr,Mamasa,76_003,kab
sellout_base.ct_76_004,base.state_id_sr,Polewali Mandar,76_004,kab
sellout_base.ct_76_005,base.state_id_sr,Majene,76_005,kab
sellout_base.ct_76_006,base.state_id_sr,Mamuju Tengah,76_006,kab
sellout_base.ct_81_001,base.state_id_ma,Maluku Tengah,81_001,kab
sellout_base.ct_81_002,base.state_id_ma,Maluku Tenggara,81_002,kab
sellout_base.ct_81_003,base.state_id_ma,Kepulauan Tanimbar,81_003,kab
sellout_base.ct_81_004,base.state_id_ma,Buru,81_004,kab
sellout_base.ct_81_005,base.state_id_ma,Seram Bagian Timur,81_005,kab
sellout_base.ct_81_006,base.state_id_ma,Seram Bagian Barat,81_006,kab
sellout_base.ct_81_007,base.state_id_ma,Kepulauan Aru,81_007,kab
sellout_base.ct_81_008,base.state_id_ma,Maluku Barat Daya,81_008,kab
sellout_base.ct_81_009,base.state_id_ma,Buru Selatan,81_009,kab
sellout_base.ct_81_071,base.state_id_ma,Ambon,81_071,kota
sellout_base.ct_81_072,base.state_id_ma,Tual,81_072,kota
sellout_base.ct_82_001,base.state_id_mu,Halmahera Barat,82_001,kab
sellout_base.ct_82_002,base.state_id_mu,Halmahera Tengah,82_002,kab
sellout_base.ct_82_003,base.state_id_mu,Halmahera Utara,82_003,kab
sellout_base.ct_82_004,base.state_id_mu,Halmahera Selatan,82_004,kab
sellout_base.ct_82_005,base.state_id_mu,Kepulauan Sula,82_005,kab
sellout_base.ct_82_006,base.state_id_mu,Halmahera Timur,82_006,kab
sellout_base.ct_82_007,base.state_id_mu,Pulau Morotai,82_007,kab
sellout_base.ct_82_008,base.state_id_mu,Pulau Taliabu,82_008,kab
sellout_base.ct_82_071,base.state_id_mu,Ternate,82_071,kota
sellout_base.ct_82_072,base.state_id_mu,Tidore Kepulauan,82_072,kota
sellout_base.ct_91_001,base.state_id_pa,Merauke,91_001,kab
sellout_base.ct_91_002,base.state_id_pa,Jayawijaya,91_002,kab
sellout_base.ct_91_003,base.state_id_pa,Jayapura,91_003,kab
sellout_base.ct_91_004,base.state_id_pa,Nabire,91_004,kab
sellout_base.ct_91_005,base.state_id_pa,Kepulauan Yapen,91_005,kab
sellout_base.ct_91_006,base.state_id_pa,Biak Numfor,91_006,kab
sellout_base.ct_91_007,base.state_id_pa,Puncak Jaya,91_007,kab
sellout_base.ct_91_008,base.state_id_pa,Paniai,91_008,kab
sellout_base.ct_91_009,base.state_id_pa,Mimika,91_009,kab
sellout_base.ct_91_010,base.state_id_pa,Sarmi,91_010,kab
sellout_base.ct_91_011,base.state_id_pa,Keerom,91_011,kab
sellout_base.ct_91_012,base.state_id_pa,Pegunungan Bintang,91_012,kab
sellout_base.ct_91_013,base.state_id_pa,Yahukimo,91_013,kab
sellout_base.ct_91_014,base.state_id_pa,Tolikara,91_014,kab
sellout_base.ct_91_015,base.state_id_pa,Waropen,91_015,kab
sellout_base.ct_91_016,base.state_id_pa,Boven Digoel,91_016,kab
sellout_base.ct_91_017,base.state_id_pa,Mappi,91_017,kab
sellout_base.ct_91_018,base.state_id_pa,Asmat,91_018,kab
sellout_base.ct_91_019,base.state_id_pa,Supiori,91_019,kab
sellout_base.ct_91_020,base.state_id_pa,Mamberamo Raya,91_020,kab
sellout_base.ct_91_021,base.state_id_pa,Mamberamo Tengah,91_021,kab
sellout_base.ct_91_022,base.state_id_pa,Yalimo,91_022,kab
sellout_base.ct_91_023,base.state_id_pa,Lanny Jaya,91_023,kab
sellout_base.ct_91_024,base.state_id_pa,Nduga,91_024,kab
sellout_base.ct_91_025,base.state_id_pa,Puncak,91_025,kab
sellout_base.ct_91_026,base.state_id_pa,Dogiyai,91_026,kab
sellout_base.ct_91_027,base.state_id_pa,Intan Jaya,91_027,kab
sellout_base.ct_91_028,base.state_id_pa,Deiyai,91_028,kab
sellout_base.ct_91_071,base.state_id_pa,Jayapura,91_071,kota
sellout_base.ct_92_001,base.state_id_pb,Sorong,92_001,kab
sellout_base.ct_92_002,base.state_id_pb,Manokwari,92_002,kab
sellout_base.ct_92_003,base.state_id_pb,Fak Fak,92_003,kab
sellout_base.ct_92_004,base.state_id_pb,Sorong Selatan,92_004,kab
sellout_base.ct_92_005,base.state_id_pb,Raja Ampat,92_005,kab
sellout_base.ct_92_006,base.state_id_pb,Teluk Bintuni,92_006,kab
sellout_base.ct_92_007,base.state_id_pb,Teluk Wondama,92_007,kab
sellout_base.ct_92_008,base.state_id_pb,Kaimana,92_008,kab
sellout_base.ct_92_009,base.state_id_pb,Tambrauw,92_009,kab
sellout_base.ct_92_010,base.state_id_pb,Maybrat,92_010,kab
sellout_base.ct_92_011,base.state_id_pb,Manokwari Selatan,92_011,kab
sellout_base.ct_92_012,base.state_id_pb,Pegunungan Arfak,92_012,kab
sellout_base.ct_92_071,base.state_id_pb,Sorong,92_071,kota
sellout_base.ct_00_000,base.state_id_jt,INCOMPLETE,00_000,kota
